id,source,title,tags,confidence,caption
heme-red-cell-presentation-7th-jan-1-s06-01,Red cell presentation 7th Jan (1).pptx,Red cell presentation 7th Jan (1) Slide 6,,low,
heme-red-cell-presentation-7th-jan-1-s23-01,Red cell presentation 7th Jan (1).pptx,Red cell presentation 7th Jan (1) Slide 23,osmotic|fragility,low,OSMOTIC FRAGILITY
heme-red-cell-presentation-7th-jan-1-s23-02,Red cell presentation 7th Jan (1).pptx,Red cell presentation 7th Jan (1) Slide 23,osmotic|fragility,low,OSMOTIC FRAGILITY
heme-red-cell-presentation-7th-jan-1-s25-01,Red cell presentation 7th Jan (1).pptx,Case 2,Case 2|year-old|boy|presents,low,"A 16-year-old boy presents with longstanding mild fatigue. His mother reports that “everyone on her side of the family has had some kind of anemia,” but none re"
heme-red-cell-presentation-7th-jan-1-s29-01,Red cell presentation 7th Jan (1).pptx,Red cell presentation 7th Jan (1) Slide 29,occurs|cytosol|cells,low,"Occurs in the CYTOSOL of all cells Huisjes et al, Front Physiol, 2018"
heme-red-cell-presentation-7th-jan-1-s35-01,Red cell presentation 7th Jan (1).pptx,Red cell presentation 7th Jan (1) Slide 35,bmj,low,BMJ 2000;320:1647
heme-red-cell-presentation-7th-jan-1-s39-01,Red cell presentation 7th Jan (1).pptx,Red cell presentation 7th Jan (1) Slide 39,enzyme|defects|common,low,"Enzyme defects in common porphyrias Autosomal dominant, Neuropsychiatric symptoms Exacerbated by sedatives, hypnotics, tranquilizers, anticonvulsants Treatment:"
heme-whitebloodcells-2026-s02-01,Whitebloodcells 2026.pptx,Whitebloodcells 2026 Slide 2,rad|mikael|ggstr,low,"By A. Rad and Mikael Häggström, M.D. Author info- Reusing images- Conflicts of interest:NoneMikael Häggström, M.D.Example citation (in caption or footnote):- &q"
heme-whitebloodcells-2026-s03-01,Whitebloodcells 2026.pptx,Whitebloodcells 2026 Slide 3,original|rad|vector,low,"By Original: A. Rad Vector: RexxS, Mikael Häggström and birdy and Mikael Häggström, M.D. Author info- Reusing images- Conflicts of interest:NoneMikael Häggström"
heme-whitebloodcells-2026-s04-01,Whitebloodcells 2026.pptx,Whitebloodcells 2026 Slide 4,myeloid|cells|bone,low,Myeloid cells in bone marrow aspirate slides
heme-whitebloodcells-2026-s05-01,Whitebloodcells 2026.pptx,Whitebloodcells 2026 Slide 5,bainton|developmental|biology,low,"Bainton DF. Developmental biology of neutrophils and eosinophils. In: Inflammation Basic Principles and Clinic Correlates, 2d ed, Raven Press, New York, 1992. U"
heme-whitebloodcells-2026-s06-01,Whitebloodcells 2026.pptx,Whitebloodcells 2026 Slide 6,neutrophil,low,Neutrophil
heme-whitebloodcells-2026-s07-01,Whitebloodcells 2026.pptx,Whitebloodcells 2026 Slide 7,time-line|granulocyte|kinetics,low,Time-Line of Granulocyte Kinetics One Stem Cell yields 500-1000 polys
heme-whitebloodcells-2026-s10-01,Whitebloodcells 2026.pptx,Whitebloodcells 2026 Slide 10,,low,
heme-whitebloodcells-2026-s11-01,Whitebloodcells 2026.pptx,Whitebloodcells 2026 Slide 11,,low,
heme-whitebloodcells-2026-s13-01,Whitebloodcells 2026.pptx,Whitebloodcells 2026 Slide 13,,low,
heme-whitebloodcells-2026-s14-01,Whitebloodcells 2026.pptx,Whitebloodcells 2026 Slide 14,,low,
heme-whitebloodcells-2026-s16-01,Whitebloodcells 2026.pptx,Whitebloodcells 2026 Slide 16,,low,
heme-whitebloodcells-2026-s19-01,Whitebloodcells 2026.pptx,Whitebloodcells 2026 Slide 19,,low,
heme-whitebloodcells-2026-s20-01,Whitebloodcells 2026.pptx,Whitebloodcells 2026 Slide 20,veenstra|cancer|genomics,low,Veenstra et al: Cancer genomics 2019
heme-whitebloodcells-2026-s23-01,Whitebloodcells 2026.pptx,Whitebloodcells 2026 Slide 23,hudnall|hematology|pathophysiologic,low,Hudnall: Hematology: A Pathophysiologic Approach
heme-whitebloodcells-2026-s25-01,Whitebloodcells 2026.pptx,Whitebloodcells 2026 Slide 25,,low,
heme-whitebloodcells-2026-s26-01,Whitebloodcells 2026.pptx,Whitebloodcells 2026 Slide 26,global|trends|hematological,low,Global trends of Hematological malignancies Zhang et al: Blood cancer Journal : 2023
