id,source,title,tags,confidence,caption
pulm-l-5-diffusion-and-gas-transport-updated-1-2-2-s07-01,L 5  Diffusion and gas transport updated-1-2-2.pptx,DIFFUSION BARRIER,DIFFUSION BARRIER,low,Alveolar Space 7
pulm-l-5-diffusion-and-gas-transport-updated-1-2-2-s09-01,L 5  Diffusion and gas transport updated-1-2-2.pptx,L 5  Diffusion and gas transport updated-1-2-2 Slide 9,rest|diffusion|normal,low,Rest Diffusion Normal Abnormal Exercise Rest Normal Abnormal lung disease Grossly Abnormal Exercise 100 Diffusion at Normal PAO2 9
pulm-l-5-diffusion-and-gas-transport-updated-1-2-2-s20-01,L 5  Diffusion and gas transport updated-1-2-2.pptx,L 5  Diffusion and gas transport updated-1-2-2 Slide 20,content|dissolved|saturated,low,CONTENT = Dissolved in H2O + Saturated or Bound to Hemoglobin (Hb) Dissolved O2 Total O2 Oxyhemoglobin O2 100 75 50 25 Hb Sat % PO2 mmHg 100 O2 Content and the 
pulm-l-5-diffusion-and-gas-transport-updated-1-2-2-s23-01,L 5  Diffusion and gas transport updated-1-2-2.pptx,L 5  Diffusion and gas transport updated-1-2-2 Slide 23,total|oxyhemoglobin|sat,low,Total O2 Oxyhemoglobin O2 100 75 50 25 Hb Sat % 100 23 O2 TRANSPORT TERMS O2 content @ PO2 = 40 = Hypoxia total dissolved O2 + bound O2 ex. PO2 = 40 mm Hg; 15 g
pulm-l-5-diffusion-and-gas-transport-updated-1-2-2-s26-01,L 5  Diffusion and gas transport updated-1-2-2.pptx,L 5  Diffusion and gas transport updated-1-2-2 Slide 26,dissolved|total|oxyhemoglobin,low,Dissolved O2 Total O2 Oxyhemoglobin O2 100 110 0 75 50 25 Hb Sat % PO2 mmHg Sigmoid shape: cooperative (4 site) binding due to heme-heme interaction Flat Top Re
pulm-l-5-diffusion-and-gas-transport-updated-1-2-2-s27-01,L 5  Diffusion and gas transport updated-1-2-2.pptx,L 5  Diffusion and gas transport updated-1-2-2 Slide 27,high|tissues|tissue,low,CO2 = H+ high at tissues Tissue pH (7.38) lower than lung pH (7.41) Desirable for low pH to lower HbO2 affinity thereby favoring unloading of O2 at the tissues 
pulm-l-5-diffusion-and-gas-transport-updated-1-2-2-s28-01,L 5  Diffusion and gas transport updated-1-2-2.pptx,L 5  Diffusion and gas transport updated-1-2-2 Slide 28,produced|highest|tissues,low,CO2 = H+ Produced & highest at tissues Tissue CO2 higher than lung CO2 Desirable for high CO2 to decrease HbO2 affinity at the tissues Favors O2 unloading at th
pulm-l-5-diffusion-and-gas-transport-updated-1-2-2-s30-01,L 5  Diffusion and gas transport updated-1-2-2.pptx,L 5  Diffusion and gas transport updated-1-2-2 Slide 30,dpg|increases|hbo,low,"As 2,3–DPG increases HbO2 affinity Decreases P50 Increases right shift Favors O2 unloading at the tissues 2,3—DPG increases P50 increases Right Shift HbO2 2,3-D"
pulm-l-5-diffusion-and-gas-transport-updated-1-2-2-s31-01,L 5  Diffusion and gas transport updated-1-2-2.pptx,L 5  Diffusion and gas transport updated-1-2-2 Slide 31,temp|increase|lowers,low,Temp Increase: lowers affinity right shift increase P50 Favors O2 unloading at the tissues ~5% shift / 10C synergistic with H+ Ex. sepsis Temp increases: P50 in
pulm-l-5-diffusion-and-gas-transport-updated-1-2-2-s32-01,L 5  Diffusion and gas transport updated-1-2-2.pptx,L 5  Diffusion and gas transport updated-1-2-2 Slide 32,right|shift|higher,low,"Right shift or Higher P50 in illness due to High: Temperature 2,3-DPG (in low O2) PaCO2 H+ or Acid pH Left shift or Lower P50 PaO2 mmHg Hb sat (%) HbO2 Dissocia"
pulm-l-5-diffusion-and-gas-transport-updated-1-2-2-s33-01,L 5  Diffusion and gas transport updated-1-2-2.pptx,L 5  Diffusion and gas transport updated-1-2-2 Slide 33,fetal|adult|hbo,low,Fetal vs. Adult HbO2 Dissociation Curve 33 PaO2 mmHg
pulm-l-5-diffusion-and-gas-transport-updated-1-2-2-s34-01,L 5  Diffusion and gas transport updated-1-2-2.pptx,L 5  Diffusion and gas transport updated-1-2-2 Slide 34,hbco|hbo|binds,low,HbCO > HbO2 CO binds more readily to Hb than does O2 CO lowers actual HbO2 sat. decreasing O2 transport Normal (0 % CO) 50 % CO PaO2 mmHg Hb-O2 bound CO looks l
pulm-l-5-diffusion-and-gas-transport-updated-1-2-2-s43-01,L 5  Diffusion and gas transport updated-1-2-2.pptx,L 5  Diffusion and gas transport updated-1-2-2 Slide 43,red|blood|cell,low,In red blood cell CO2 -->H+ + HCO3 - carbonic anhydrase H+ buffering carbamino cpds HbO2 ->Hb->HbH+ HCO3 - cell --> plasma electric neutral chloride pump In Per
pulm-l-5-diffusion-and-gas-transport-updated-1-2-2-s44-01,L 5  Diffusion and gas transport updated-1-2-2.pptx,L 5  Diffusion and gas transport updated-1-2-2 Slide 44,oxygenation|hbh|hbo,low,Hb Oxygenation HbH+->HbO2 + H+ In cell H+ + HCO3--> CO2 carbonic anhydrase CO2 excreted HCO3- plasma --> cell electric neutral chloride pump In the Lung Chlorid
pulm-l-6-vq-mismatch-updated-v2-s05-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 5,right|heart|deoxygenated,low,5 Right Heart Deoxygenated blood “Venous blood” Left Heart Oxygenated blood Systemic Circulation Arterial blood Bronchial circulation Oxygenated blood Circulati
pulm-l-6-vq-mismatch-updated-v2-s16-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 16,exercise|rest|sitting,low,Exercise Rest Sitting Supine Max Inspiration Distance Up Lung (cm) Top GRAVITATIONAL GRADIENT 16 Bottom
pulm-l-6-vq-mismatch-updated-v2-s17-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 17,zone|waterfall|distention,low,Zone 3 Zone 2 Zone 1 PA > Pa Zone 4 Waterfall Distention Collapse Blood Flow Zone 1 Hydrostatic gravitational forces cause: P arterial (Pa) to be too low at top
pulm-l-6-vq-mismatch-updated-v2-s18-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 18,zone|waterfall|distention,low,Zone 3 Zone 2 Pa > PA > Pv Zone 1 Zone 4 Waterfall Distention Collapse Blood Flow Zone 2 Hydrostatic gravitational forces cause: P arterial (Pa) to rise in mid-
pulm-l-6-vq-mismatch-updated-v2-s19-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 19,zone|waterfall|distention,low,Zone 3 Pa > Pv > PA Zone 2 Zone 1 Zone 4 Waterfall Distention Collapse Blood Flow Zone 3 Hydrostatic gravitational forces cause: P arterial (Pa) & P venous (Pv)
pulm-l-6-vq-mismatch-updated-v2-s24-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 24,increases|total|mismatch,low,Increases in total V/Q mismatch For most diseases increase in total V/Q mismatch is more low than high V/Q As V/Q mismatch increases PaCO2 rises & PaO2 falls So
pulm-l-6-vq-mismatch-updated-v2-s25-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 25,pao|lot|mismatch,low,PaO2 A lot of Mismatch V/Q=1 No Mismatch Amount of Mismatched V/Q (low>>high) At A Given Alveolar Ventilation VA 25 ---- Compensatory Increased VA PaCO2 PaO2 Pa
pulm-l-6-vq-mismatch-updated-v2-s26-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 26,diseases|effect|ventilation,low,"Most Diseases effect ventilation more than perfusion leading to: Increase Low V/Q alveoli: PCO2 rises, PO2 falls In response, brain signals for VA to increase r"
pulm-l-6-vq-mismatch-updated-v2-s30-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 30,dissolved|total|oxyhemoglobin,low,Dissolved O2 Total O2 Oxyhemoglobin O2 100 75 50 25 Hb Sat % PO2 mmHg 100 30 O2 Content = dissolved + saturated O2 dissolved is minimal HbO2 sat or O2 bound is 
pulm-l-6-vq-mismatch-updated-v2-s34-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 34,content|saturated|dissolved,low,O2 content = saturated + dissolved Content = O2 saturated + O2 dissolved Normal Hemoglobin = 15 g Hb / 100 ml blood (O2 sat x 1.34 ml O2/g Hb x 15g Hb) + (0.003
pulm-l-6-vq-mismatch-updated-v2-s35-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 35,pao|sat|content,low,"For PaO2 of 110 (O2 sat = 100%) O2 content = (1x1.34x15) + (.003 x 110) = 20.1+0.33 = 20.43 ml O2 / 100 ml blood O2 Content for PO2 110, 90 and 130 35 For PaO2 "
pulm-l-6-vq-mismatch-updated-v2-s36-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 36,pao|sat|content,low,"For PaO2 of 110 (O2 sat = 100%) O2 content = (1x1.34x15) + (.003 x 110) = 20.1+0.33 = 20.43 ml O2 / 100 ml blood O2 Content for PO2 110, 90 and 130 36 For PaO2 "
pulm-l-6-vq-mismatch-updated-v2-s37-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 37,pco|capillary|equilibrium,low,PcO2 = P capillary O2 in equilibrium with PAO2 Assume Equal perfusion to Each of 3 Areas O2 content = [(20.1+0.33) + (19.09+0.27) + (20.1+0.39)] / 3 = O2 conten
pulm-l-6-vq-mismatch-updated-v2-s38-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 38,pco|capillary|equilibrium,low,PcO2 = P capillary O2 in equilibrium with PAO2 Assume Equal perfusion to Each of 3 Areas O2 content = [(20.1+0.33) + (19.09+0.27) + (20.1+0.39)] / 3 = O2 conten
pulm-l-6-vq-mismatch-updated-v2-s40-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 40,fio|pao|high,low,FIO2 PaO2 High V/Q 10 1.0 0.01 0.001 For a given FIO2: 10 x increase V/Q (ex. 1 to 10) minor increase PaO2 and O2 content Why? Because HbO2 already at max satur
pulm-l-6-vq-mismatch-updated-v2-s41-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 41,low|units|hbo,low,"But in low V/Q units, HbO2 saturation is NOT 100% (ex. 0.1 vs 1) major decrease in O2 content which can be improved with supplemental O2 FIO2 PaO2 High V/Q 10 1"
pulm-l-6-vq-mismatch-updated-v2-s43-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 43,pao|sat|content,low,"For PaO2 of 673 (O2 sat = 100%) O2 content = (1x1.34x15) + (.003 x 673) = 20.1 + 2.02 = 22.12 ml O2 / 100 ml blood O2 Content for PO2 673, 653 and 693 43 For Pa"
pulm-l-6-vq-mismatch-updated-v2-s44-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 44,right|heart|left,low,Right Heart Left Heart PvO2 = 40 PvCO2 = 46 PAO2 = 673; PACO2 = 40 PAO2 = 653; PACO2 = 60 1/3 Q -> Low V/Q 1/3 Q-> High V/Q PAO2 =693; PACO2 = 20 All of the abo
pulm-l-6-vq-mismatch-updated-v2-s45-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 45,right|heart|left,low,Right Heart Left Heart PvO2 = 40 PvCO2 = 46 PAO2 = 673; PACO2 = 40 PAO2 = 653; PACO2 = 60 1/3 Q -> Low V/Q 1/3 Q-> High V/Q PAO2 =693; PACO2 = 20 All of the abo
pulm-l-6-vq-mismatch-updated-v2-s46-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 46,mismatch|high|fio,low,If V/Q mismatch > 1.0 High FIO2 (100%) Hb already fully saturated Minimal increase PaO2 FIO2 PaO2 10 1.0 0.1 0.01 0.001 46 FIO2 and V/Q Mismatch High V/Q
pulm-l-6-vq-mismatch-updated-v2-s47-01,L 6 VQ Mismatch updated v2 .pptx,L 6 VQ Mismatch updated v2  Slide 47,fio|pao|mismatch,low,FIO2 PaO2 10 1.0 0.1 0.01 0.001 If V/Q mismatch < 1.0 Hb not fully saturated 100% FIO2 completely eliminates any impact on PaO2 from V/Q mismatch 47 High V/Q Lo
pulm-l-7-hypoxia-shunt-and-the-aa-gradient-s05-01,"L 7 Hypoxia, Shunt and the Aa gradient .pptx","L 7 Hypoxia, Shunt and the Aa gradient  Slide 5",fio|pao|mismatch,low,FIO2 PaO2 10 1.0 0.1 0.01 0.001 If V/Q mismatch < 1.0 Hb not fully saturated 100% FIO2 completely eliminates any impact on PaO2 from V/Q mismatch 5 High V/Q Low
pulm-l-7-hypoxia-shunt-and-the-aa-gradient-s07-01,"L 7 Hypoxia, Shunt and the Aa gradient .pptx","L 7 Hypoxia, Shunt and the Aa gradient  Slide 7",pao|sat|content,low,"For PaO2 of 673 (O2 sat = 100%) O2 content = (1x1.34x15) + (.003 x 673) = 20.1 + 2.02 = 22.12 ml O2 / 100 ml blood O2 Content for PO2 673, 653 and 693 7 For PaO"
pulm-l-7-hypoxia-shunt-and-the-aa-gradient-s08-01,"L 7 Hypoxia, Shunt and the Aa gradient .pptx","L 7 Hypoxia, Shunt and the Aa gradient  Slide 8",right|heart|left,low,Right Heart Left Heart PvO2 = 40 PvCO2 = 46 PAO2 = 673; PACO2 = 40 PAO2 = 653; PACO2 = 60 1/3 Q -> Low V/Q 1/3 Q-> High V/Q PAO2 =693; PACO2 = 20 All of the abo
pulm-l-7-hypoxia-shunt-and-the-aa-gradient-s09-01,"L 7 Hypoxia, Shunt and the Aa gradient .pptx","L 7 Hypoxia, Shunt and the Aa gradient  Slide 9",right|heart|left,low,Right Heart Left Heart PvO2 = 40 PvCO2 = 46 PAO2 = 673; PACO2 = 40 PAO2 = 653; PACO2 = 60 1/3 Q -> Low V/Q 1/3 Q-> High V/Q PAO2 =693; PACO2 = 20 All of the abo
pulm-l-7-hypoxia-shunt-and-the-aa-gradient-s10-01,"L 7 Hypoxia, Shunt and the Aa gradient .pptx","L 7 Hypoxia, Shunt and the Aa gradient  Slide 10",right|heart|left,low,Right Heart Left Heart PvO2 = 40 PvCO2 = 46 R=1.0 PAO2 = 673; PACO2 = 40 PAO2 = 653; PACO2 = 60 PAO2 = 40; PACO2 = 46 1/3 Q -> true Shunt V/Q=0 Assumes Equal pe
pulm-l10-11-pulmonary-function-testing-2025-3-s06-01,L10 & 11 Pulmonary Function Testing 2025(3).pptx,L10 & 11 Pulmonary Function Testing 2025(3) Slide 6,time|sec|volume,low,Time (sec) Volume (liters) FVC FEV-3 FEV1 FEV-0.5 Spirometry - Volume per Second = Flow 6
pulm-l10-11-pulmonary-function-testing-2025-3-s23-01,L10 & 11 Pulmonary Function Testing 2025(3).pptx,L10 & 11 Pulmonary Function Testing 2025(3) Slide 23,spirometry|fdny|impact,low,23 Spirometry at FDNY: Impact of Race-based predictive equations Figure 2. Difference in FEV1 % predicted (GLI-Global minus NHANES-III) by NHANES-III FEV1 % pre
pulm-l10-11-pulmonary-function-testing-2025-3-s33-01,L10 & 11 Pulmonary Function Testing 2025(3).pptx,L10 & 11 Pulmonary Function Testing 2025(3) Slide 33,lung|volumes|capacities,low,Lung Volumes & Capacities FRC RV TLC Residual Volume Functional Residual Capacity Inspiratory Reserve Volume Inspiratory Capacity Total Lung Capacity Expiratory
pulm-l10-11-pulmonary-function-testing-2025-3-s37-01,L10 & 11 Pulmonary Function Testing 2025(3).pptx,L10 & 11 Pulmonary Function Testing 2025(3) Slide 37,diffusion|dlco|emphysema,low,Diffusion (DLCO) vs Emphysema Grade DLCO Single Breath DLCO Within Breath Emphysema Grade by Tissue Pathology or CT DLCO (% predicted) DLCO when measured correc
pulm-l10-11-pulmonary-function-testing-2025-3-s38-01,L10 & 11 Pulmonary Function Testing 2025(3).pptx,L10 & 11 Pulmonary Function Testing 2025(3) Slide 38,lung|volumes|disease,low,Lung Volumes - Disease Effect IRV IRV IRV RV RV ERV ERV ERV RV TV TV TV TLC TLC TLC FRC FRC FRC VC VC VC IC IC IC Normal Restrictive Obstructive 38
pulm-l10-11-pulmonary-function-testing-2025-3-s46-01,L10 & 11 Pulmonary Function Testing 2025(3).pptx,L10 & 11 Pulmonary Function Testing 2025(3) Slide 46,,low,46
pulm-l10-11-pulmonary-function-testing-2025-3-s47-01,L10 & 11 Pulmonary Function Testing 2025(3).pptx,L10 & 11 Pulmonary Function Testing 2025(3) Slide 47,,low,47
pulm-l10-11-pulmonary-function-testing-2025-3-s48-01,L10 & 11 Pulmonary Function Testing 2025(3).pptx,L10 & 11 Pulmonary Function Testing 2025(3) Slide 48,,low,48
pulm-l10-11-pulmonary-function-testing-2025-3-s49-01,L10 & 11 Pulmonary Function Testing 2025(3).pptx,L10 & 11 Pulmonary Function Testing 2025(3) Slide 49,,low,49
pulm-l10-11-pulmonary-function-testing-2025-3-s50-01,L10 & 11 Pulmonary Function Testing 2025(3).pptx,L10 & 11 Pulmonary Function Testing 2025(3) Slide 50,,low,50
pulm-l10-11-pulmonary-function-testing-2025-3-s51-01,L10 & 11 Pulmonary Function Testing 2025(3).pptx,L10 & 11 Pulmonary Function Testing 2025(3) Slide 51,obstructivexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx|peak|pressure,low,Obstructivexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx Peak Pressure: Force needed to overcome Impedance Resistance +Co
pulm-l10-11-pulmonary-function-testing-2025-3-s52-01,L10 & 11 Pulmonary Function Testing 2025(3).pptx,L10 & 11 Pulmonary Function Testing 2025(3) Slide 52,obstructivexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx|peak|pressure,low,Obstructivexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx Peak Pressure Static Pressure x Normal Intubated Subject 52 WORK
pulm-l10-11-pulmonary-function-testing-2025-3-s53-01,L10 & 11 Pulmonary Function Testing 2025(3).pptx,L10 & 11 Pulmonary Function Testing 2025(3) Slide 53,normal|obstructive|static,low,Normal Obstructive Static Pressure Peak Pressure Peak Pressure Static Pressure WORK of BREATHING: Mechanical Ventilation 53 Resistance = Pressure / flow (Peak –
pulm-l10-11-pulmonary-function-testing-2025-3-s75-01,L10 & 11 Pulmonary Function Testing 2025(3).pptx,L10 & 11 Pulmonary Function Testing 2025(3) Slide 75,,low,75
pulm-l10-11-pulmonary-function-testing-2025-3-s76-01,L10 & 11 Pulmonary Function Testing 2025(3).pptx,L10 & 11 Pulmonary Function Testing 2025(3) Slide 76,,low,76
pulm-l10-11-pulmonary-function-testing-2025-3-s77-01,L10 & 11 Pulmonary Function Testing 2025(3).pptx,L10 & 11 Pulmonary Function Testing 2025(3) Slide 77,,low,77
pulm-l10-11-pulmonary-function-testing-2025-3-s78-01,L10 & 11 Pulmonary Function Testing 2025(3).pptx,L10 & 11 Pulmonary Function Testing 2025(3) Slide 78,,low,78
pulm-l1b-functional-anatomy-updated-1-s08-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 8,min|paco|chemosensitivity,low,VA (l/min) PACO2 Chemosensitivity Alveolar ventilation inversely related to PaCO2 40 8 FUNCTIONAL ANATOMY
pulm-l1b-functional-anatomy-updated-1-s09-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 9,respiratory|drive|synergy,low,Respiratory Drive: Synergy between hypoxia and hypercarbia As PaCO2 increases message sent to increase ventilation More rapid rise in ventilation at PaO2 < 60mm
pulm-l1b-functional-anatomy-updated-1-s10-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 10,respiratory|muscles|inspiration,low,Respiratory Muscles Inspiration Anterior Posterior Diaphragm Principal Muscle for Inspiration Diaphragm Phrenic Nerves (C3-C5) Contraction descends into abd enl
pulm-l1b-functional-anatomy-updated-1-s11-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 11,respiratory|muscles|expiratory,low,Respiratory Muscles Expiratory Assist ex. COUGH Sternocleido- Accessory Muscles For Inspiration External Intercostals For Inspiration Anterior Posterior Diaphra
pulm-l1b-functional-anatomy-updated-1-s12-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 12,trachea|rul|rml,low,Trachea RUL RML RLL L lingula LUL LLL RML L lingula 12
pulm-l1b-functional-anatomy-updated-1-s13-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 13,aaaaaa|rul|lul,low,aaaaaa RUL LUL RML RLL LLL L lingula Trachea R main L main 13
